"2009-01-01","Czech Republic","7","36","4"
"2009-01-01","Israel","1","5","0"
"2009-01-01","Italy","1","2","1"
"2009-01-01","United States","3","21","3"
"2009-01-02","(not set)","2","6","1"
"2009-01-02","Canada","2","6","2"
"2009-01-02","Czech Republic","4","19","3"
"2009-01-02","Estonia","1","6","1"
"2009-01-02","Hungary","1","2","1"
"2009-01-02","Slovakia","2","2","1"
"2009-01-02","Slovenia","1","1","1"
"2009-01-02","United States","9","19","5"
"2009-01-02","Vietnam","1","1","1"
"2009-01-03","Czech Republic","4","15","3"
"2009-01-03","Poland","1","2","1"
"2009-01-03","United States","4","14","3"
"2009-01-04","Canada","2","3","2"
"2009-01-04","Czech Republic","10","24","4"
"2009-01-04","Israel","1","7","1"
"2009-01-04","Netherlands","1","3","1"
"2009-01-04","Romania","1","2","1"
"2009-01-04","South Africa","1","2","1"
"2009-01-04","Switzerland","1","5","1"
"2009-01-04","United States","7","11","6"
"2009-01-05","Canada","1","2","0"
"2009-01-05","Czech Republic","29","91","14"
"2009-01-05","India","2","3","2"
"2009-01-05","Japan","1","1","1"
"2009-01-05","Malaysia","1","1","1"
"2009-01-05","New Zealand","2","6","2"
"2009-01-05","Singapore","1","3","1"
"2009-01-05","South Africa","1","1","1"
"2009-01-05","Sweden","1","1","1"
"2009-01-05","United Kingdom","4","10","2"
"2009-01-05","United States","23","76","15"
"2009-01-06","Australia","3","11","3"
"2009-01-06","Canada","4","9","3"
"2009-01-06","Czech Republic","14","63","8"
"2009-01-06","Denmark","2","6","2"
"2009-01-06","France","1","1","0"
"2009-01-06","New Zealand","1","1","1"
"2009-01-06","Romania","1","2","1"
"2009-01-06","Spain","1","8","1"
"2009-01-06","Thailand","1","1","1"
"2009-01-06","United Kingdom","5","16","0"
"2009-01-06","United States","26","98","18"
"2009-01-07","Czech Republic","22","74","13"
"2009-01-07","France","2","10","2"
"2009-01-07","Germany","1","2","1"
"2009-01-07","New Zealand","5","10","3"
"2009-01-07","Poland","1","1","1"
"2009-01-07","Russia","1","1","1"
"2009-01-07","United Kingdom","2","12","2"
"2009-01-07","United States","25","57","19"
"2009-01-08","(not set)","1","1","1"
"2009-01-08","Australia","1","1","1"
"2009-01-08","Canada","1","1","1"
"2009-01-08","Czech Republic","16","51","8"
"2009-01-08","France","2","12","2"
"2009-01-08","Germany","2","3","1"
"2009-01-08","India","1","3","1"
"2009-01-08","Sweden","2","2","2"
"2009-01-08","United Kingdom","2","9","2"
"2009-01-08","United States","27","80","18"
"2009-01-09","Canada","1","1","1"
"2009-01-09","Czech Republic","19","72","14"
"2009-01-09","France","1","2","1"
"2009-01-09","Germany","1","12","1"
"2009-01-09","India","6","22","6"
"2009-01-09","Singapore","1","1","0"
"2009-01-09","United Kingdom","3","5","1"
"2009-01-09","United States","23","63","13"
"2009-01-09","Uruguay","1","4","1"
"2009-01-09","Vietnam","1","8","1"
"2009-01-10","Czech Republic","11","30","9"
"2009-01-10","India","3","5","2"
"2009-01-10","Slovakia","2","10","2"
"2009-01-10","United States","19","47","12"
"2009-01-11","Czech Republic","4","18","3"
"2009-01-11","India","1","1","0"
"2009-01-11","New Zealand","1","1","1"
"2009-01-11","Nigeria","1","2","1"
"2009-01-11","Philippines","2","3","1"
"2009-01-11","Russia","1","5","1"
"2009-01-11","Singapore","1","1","1"
"2009-01-11","Slovakia","2","4","1"
"2009-01-11","United Kingdom","1","1","1"
"2009-01-11","United States","6","14","3"
"2009-01-12","Australia","1","1","0"
"2009-01-12","Canada","1","1","1"
"2009-01-12","Chile","1","8","1"
"2009-01-12","Czech Republic","13","36","7"
"2009-01-12","France","2","9","2"
"2009-01-12","Germany","2","10","1"
"2009-01-12","India","4","12","2"
"2009-01-12","New Zealand","2","3","1"
"2009-01-12","Singapore","1","3","0"
"2009-01-12","Spain","1","2","1"
"2009-01-12","United Kingdom","1","1","1"
"2009-01-12","United States","23","77","14"
"2009-01-13","Australia","1","1","0"
"2009-01-13","Chile","1","1","0"
"2009-01-13","Czech Republic","15","27","8"
"2009-01-13","Guatemala","1","3","1"
"2009-01-13","Iceland","2","7","2"
"2009-01-13","India","4","13","1"
"2009-01-13","Italy","2","3","1"
"2009-01-13","Netherlands","1","4","1"
"2009-01-13","New Zealand","2","7","1"
"2009-01-13","Pakistan","1","2","1"
"2009-01-13","Slovakia","1","1","1"
"2009-01-13","Thailand","1","1","1"
"2009-01-13","United Kingdom","4","5","3"
"2009-01-13","United States","29","79","20"
"2009-01-13","Vietnam","6","33","2"
"2009-01-14","Australia","1","1","1"
"2009-01-14","Czech Republic","12","24","4"
"2009-01-14","Finland","2","8","2"
"2009-01-14","France","3","8","3"
"2009-01-14","Iceland","1","1","0"
"2009-01-14","India","2","7","2"
"2009-01-14","New Zealand","1","5","1"
"2009-01-14","Poland","1","1","1"
"2009-01-14","Singapore","1","1","1"
"2009-01-14","Spain","3","3","1"
"2009-01-14","United Kingdom","7","24","6"
"2009-01-14","United States","22","42","17"
"2009-01-14","Vietnam","1","2","0"
"2009-01-15","Czech Republic","18","51","9"
"2009-01-15","France","2","12","2"
"2009-01-15","Germany","1","1","1"
"2009-01-15","India","2","3","0"
"2009-01-15","Ireland","2","3","1"
"2009-01-15","Mexico","1","1","1"
"2009-01-15","Netherlands","1","5","1"
"2009-01-15","Slovakia","1","1","1"
"2009-01-15","South Africa","1","4","1"
"2009-01-15","South Korea","1","1","1"
"2009-01-15","Spain","1","1","1"
"2009-01-15","United Kingdom","10","15","8"
"2009-01-15","United States","27","71","20"
"2009-01-16","Austria","1","2","1"
