"2009-02-01","Czech Republic","6","20","5"
"2009-02-01","France","2","2","2"
"2009-02-01","Japan","1","5","1"
"2009-02-01","United Kingdom","1","7","1"
"2009-02-01","United States","6","17","5"
"2009-02-02","Austria","1","1","1"
"2009-02-02","Bulgaria","1","1","1"
"2009-02-02","Czech Republic","6","18","3"
"2009-02-02","France","1","5","1"
"2009-02-02","India","1","3","0"
"2009-02-02","Lithuania","1","2","1"
"2009-02-02","New Zealand","3","3","1"
"2009-02-02","Norway","1","1","1"
"2009-02-02","Slovakia","2","4","2"
"2009-02-02","Spain","2","7","2"
"2009-02-02","United Kingdom","2","7","2"
"2009-02-02","United States","22","80","11"
"2009-02-03","Australia","1","1","1"
"2009-02-03","Canada","3","27","2"
"2009-02-03","Czech Republic","22","80","9"
"2009-02-03","France","2","2","0"
"2009-02-03","India","4","5","3"
"2009-02-03","Netherlands","1","1","1"
"2009-02-03","Slovakia","1","5","1"
"2009-02-03","Spain","1","3","1"
"2009-02-03","United Kingdom","7","18","5"
"2009-02-03","United States","32","85","21"
"2009-02-04","Austria","1","6","1"
"2009-02-04","Belgium","1","1","1"
"2009-02-04","Brazil","1","1","1"
"2009-02-04","Canada","1","9","0"
"2009-02-04","Chile","1","1","1"
"2009-02-04","Czech Republic","25","83","12"
"2009-02-04","France","1","1","0"
"2009-02-04","Germany","2","6","1"
"2009-02-04","India","3","4","2"
"2009-02-04","Ireland","1","1","1"
"2009-02-04","New Zealand","1","5","1"
"2009-02-04","Poland","1","1","1"
"2009-02-04","Spain","1","6","1"
"2009-02-04","Turkey","1","5","1"
"2009-02-04","United Kingdom","1","1","1"
"2009-02-04","United States","33","99","24"
"2009-02-05","Brazil","2","2","1"
"2009-02-05","Canada","1","1","1"
"2009-02-05","Czech Republic","19","44","11"
"2009-02-05","France","2","6","1"
"2009-02-05","Germany","2","3","1"
"2009-02-05","Japan","1","1","1"
"2009-02-05","Spain","2","6","2"
"2009-02-05","Sweden","3","5","2"
"2009-02-05","Turkey","1","1","1"
"2009-02-05","United Kingdom","3","18","3"
"2009-02-05","United States","29","101","17"
"2009-02-06","Canada","8","16","5"
"2009-02-06","Czech Republic","21","62","18"
"2009-02-06","Egypt","1","1","1"
"2009-02-06","Hong Kong","1","8","1"
"2009-02-06","India","1","2","1"
"2009-02-06","Switzerland","1","7","1"
"2009-02-06","United Kingdom","3","14","3"
"2009-02-06","United States","23","65","18"
"2009-02-06","Vietnam","1","1","0"
"2009-02-07","Czech Republic","5","24","4"
"2009-02-07","Ireland","1","5","1"
"2009-02-07","United Kingdom","2","12","2"
"2009-02-07","United States","8","19","7"
"2009-02-08","Brazil","2","2","0"
"2009-02-08","Canada","1","8","0"
"2009-02-08","Czech Republic","10","29","7"
"2009-02-08","Netherlands","1","1","1"
"2009-02-08","Switzerland","1","5","1"
"2009-02-08","United Kingdom","3","6","3"
"2009-02-08","United States","12","29","11"
"2009-02-08","Yemen","1","5","1"
"2009-02-09","Belarus","1","1","0"
"2009-02-09","Brazil","2","2","0"
"2009-02-09","Canada","1","6","0"
"2009-02-09","Czech Republic","19","72","10"
"2009-02-09","India","1","1","1"
"2009-02-09","Netherlands","1","1","1"
"2009-02-09","Norway","1","1","1"
"2009-02-09","Sweden","2","5","1"
"2009-02-09","United Kingdom","5","5","4"
"2009-02-09","United States","18","45","12"
"2009-02-10","(not set)","5","35","3"
"2009-02-10","Canada","3","19","3"
"2009-02-10","Czech Republic","36","87","20"
"2009-02-10","Germany","4","9","3"
"2009-02-10","India","1","2","1"
"2009-02-10","Netherlands","2","6","0"
"2009-02-10","Philippines","1","2","1"
